Product_ID,Product_Name,Catagory,Supplier_ID,Supplier_Name,Stock_Quantity,Reorder_Level,Reorder_Quantity,Unit_Price,Date_Received,Last_Order_Date,Expiration_Date,Warehouse_Location,Sales_Volume,Inventory_Turnover_Rate,Status,Days_Since_Last_Order,Stock_to_Reorder_Ratio,Is_Backordered,Baseline_Sales,Predicted_Sales,Baseline_Reorder,Predicted_Reorder,Revenue,Cost_Price,Cost,Profit,Restock_Urgency
59-075-2457,Egg (Goose),Dairy,18-733-2453,Dynava,97,26,15,2.5,2024-08-21,2025-02-03,2024-11-10,2 Barby Lane,33,58,Discontinued,72,3.5925925925925926,0,,,,,,1.375,,,
40-021-2400,Zucchini,Fruits & Vegetables,62-648-2577,Katz,29,18,86,2.5,2024-10-24,2024-11-16,2024-05-11,265 Columbus Way,53,69,Active,151,1.5263157894736843,0,,,,,,1.375,,,
29-017-6255,Bell Pepper,Fruits & Vegetables,43-348-2450,Eimbee,46,64,17,4.6,2024-03-01,2025-01-06,2025-01-31,20 Pennsylvania Parkway,96,55,Discontinued,100,0.7076923076923077,0,58.543771043771045,53.460842697394135,52.61784511784512,60.24229931369837,245.919876408013,2.53,152.41301726365685,93.50685914435616,71.46084269739413
92-291-7089,Cheese,Dairy,08-523-5066,Jaxspan,76,15,99,9.5,2025-02-01,2024-07-26,2024-05-06,9307 Kingsford Road,60,49,Discontinued,264,4.75,0,,,,,,5.2250000000000005,,,
69-287-9113,Zucchini,Fruits & Vegetables,20-952-0731,Jaxspan,59,91,24,2.5,2024-10-27,2024-06-29,2024-12-16,11 Golden Leaf Alley,54,87,Active,291,0.6413043478260869,0,,,,,,1.375,,,
76-540-6407,Orange,Fruits & Vegetables,78-644-5877,Demimbu,92,54,73,3.1,2025-02-07,2025-01-17,2024-12-13,77 Prairie Rose Park,79,1,Backordered,89,1.6727272727272726,1,,,,,,1.7050000000000003,,,
85-561-4694,Kiwi,Fruits & Vegetables,57-486-8971,Tazz,28,27,22,6.0,2024-05-15,2024-08-15,2024-05-11,1 Lake View Trail,70,30,Discontinued,244,1.0,0,,,,,,3.3000000000000003,,,
34-928-2775,Coconut,Fruits & Vegetables,07-959-3210,Browseblab,19,47,25,5.0,2024-12-18,2025-02-24,2025-01-28,7945 Mayer Center,96,37,Discontinued,51,0.3958333333333333,0,,,,,,2.75,,,
90-773-9557,Butter,Dairy,02-165-5779,Npath,85,28,21,3.0,2024-08-20,2024-06-30,2024-06-12,904 Del Mar Crossing,45,89,Active,290,2.9310344827586206,0,,,,,,1.6500000000000001,,,
57-394-1587,Bread Flour,Grains & Pulses,59-595-7531,Roomm,57,63,41,1.5,2024-08-25,2025-02-17,2024-10-30,561 Blue Bill Park Road,53,94,Discontinued,58,0.890625,0,58.543771043771045,65.94181888625415,52.61784511784512,57.07516032174849,98.91272832938122,0.8250000000000001,47.08700726544251,51.825721063938715,71.94181888625415
28-008-2951,Broccoli,Fruits & Vegetables,64-118-1480,Buzzster,95,29,28,4.0,2024-07-20,2025-01-16,2024-05-20,26 Barnett Junction,52,46,Discontinued,90,3.1666666666666665,0,,,,,,2.2,,,
74-711-7160,Sushi Rice,Grains & Pulses,40-662-8853,Meembee,84,69,77,4.5,2025-01-22,2024-12-28,2024-06-01,44296 Kropf Avenue,39,69,Backordered,109,1.2,1,,,,,,2.475,,,
22-895-6595,Rice Flour,Grains & Pulses,18-445-5057,Topicblab,31,32,69,2.0,2024-02-29,2024-06-04,2024-11-21,34642 Carpenter Place,38,23,Active,316,0.9393939393939394,0,,,,,,1.1,,,
19-214-5762,Pear,Fruits & Vegetables,88-108-3774,Gigashots,41,52,75,4.5,2024-04-06,2024-04-24,2024-10-13,7 Bonner Terrace,57,62,Backordered,357,0.7735849056603774,1,,,,,,2.475,,,
95-349-0828,Feta Cheese,Dairy,43-977-2343,Avaveo,97,57,84,7.0,2024-09-27,2024-08-29,2025-02-06,60 Towne Hill,95,28,Active,230,1.6724137931034482,0,,,,,,3.8500000000000005,,,
00-963-2193,Milk,Dairy,39-521-8484,Thoughtsphere,43,88,33,1.0,2024-07-19,2025-02-03,2024-12-23,5030 Moose Junction,84,75,Discontinued,72,0.48314606741573035,0,58.543771043771045,65.02282952521855,52.61784511784512,56.324313590171776,65.02282952521855,0.55,30.97837247459448,34.044457050624075,110.02282952521855
76-459-2392,Palm Oil,Oils & Fats,91-030-6609,Fivebridge,74,4,67,1.8,2024-03-26,2024-04-13,2024-05-24,2005 Mccormick Road,31,34,Backordered,368,14.8,1,58.543771043771045,50.38144037385487,52.61784511784512,54.31892622253411,90.68659267293877,0.9900000000000001,53.77573696030878,36.910855712629996,-19.618559626145128
10-034-7654,Bread Flour,Grains & Pulses,27-292-4656,Zava,70,96,92,1.5,2024-04-18,2024-10-25,2024-05-28,21 Esker Way,27,58,Backordered,173,0.7216494845360825,1,,,,,,0.8250000000000001,,,
24-972-6969,Cheese,Dairy,27-532-7847,Twitterbeat,69,53,32,9.2,2024-09-11,2024-05-28,2024-06-13,5862 Hooker Pass,28,56,Active,323,1.2777777777777777,0,,,,,,5.06,,,
94-190-5193,Carrot,Fruits & Vegetables,95-778-2888,Quinu,67,68,50,1.5,2024-09-23,2024-11-21,2024-04-09,24385 Prentice Plaza,67,82,Discontinued,146,0.9710144927536232,0,,,,,,0.8250000000000001,,,
92-791-0606,Short Grain Rice,Grains & Pulses,56-050-1773,Photobean,18,62,2,3.0,2024-03-26,2024-04-28,2024-09-06,739 Grayhawk Trail,61,78,Discontinued,353,0.2857142857142857,0,58.543771043771045,66.34321309345732,52.61784511784512,50.954051242474435,199.02963928037195,1.6500000000000001,84.07418455008282,114.95545473028913,110.34321309345732
84-629-1532,Arabica Coffee,Beverages,50-378-4320,Chatterpoint,22,89,25,21.0,2024-02-25,2024-11-27,2024-07-20,7 Sloan Park,30,62,Discontinued,140,0.24444444444444444,0,58.543771043771045,51.704102944096455,52.61784511784512,35.95346999888873,1085.7861618260256,11.55,415.26257848716483,670.5235833388608,118.70410294409646
68-977-2498,Grapes,Fruits & Vegetables,26-222-1156,Skinix,88,99,41,5.5,2024-07-30,2024-05-20,2024-07-21,6482 Ramsey Alley,93,99,Backordered,331,0.88,1,,,,,,3.0250000000000004,,,
91-257-3672,Tilapia,Seafood,30-438-6295,InnoZ,78,75,3,7.0,2024-08-08,2024-12-18,2024-07-05,10997 Dexter Parkway,63,100,Active,119,1.0263157894736843,0,,,,,,3.8500000000000005,,,
09-536-2626,Olive Oil,Oils & Fats,14-483-5712,Fliptune,83,52,32,6.0,2024-10-17,2024-08-26,2024-03-21,205 Straubel Court,47,7,Active,233,1.5660377358490567,0,,,,,,3.3000000000000003,,,
61-801-8665,Robusta Coffee,Beverages,78-283-9751,Demivee,42,88,17,10.5,2024-10-19,2024-12-06,2024-06-24,58 La Follette Park,34,51,Discontinued,131,0.47191011235955055,0,,,,,,5.775,,,
38-296-6634,Peas,Fruits & Vegetables,41-083-3955,Skipfire,49,46,8,3.0,2024-10-22,2024-03-31,2024-12-10,160 Kings Street,82,21,Discontinued,381,1.0425531914893618,0,,,,,,1.6500000000000001,,,
30-591-7275,Brown Rice,Grains & Pulses,12-431-9207,Oyondu,17,88,41,2.5,2024-10-21,2025-02-19,2025-01-18,7020 Porter Trail,45,29,Backordered,56,0.19101123595505617,1,,,,,,1.375,,,
83-763-5038,Buttermilk,Dairy,26-438-8349,Jatri,52,64,54,2.4,2024-11-22,2024-09-09,2024-10-23,5 Armistice Parkway,21,55,Backordered,219,0.8,1,,,,,,1.32,,,
37-709-3532,Mushrooms,Fruits & Vegetables,08-439-3820,Demivee,79,45,39,6.0,2024-10-29,2024-11-07,2024-05-11,524 Saint Paul Park,55,20,Backordered,160,1.7173913043478262,1,,,,,,3.3000000000000003,,,
62-795-7801,Palm Oil,Oils & Fats,08-312-0872,Buzzshare,35,41,84,1.8,2024-08-17,2024-07-28,2024-11-23,94451 Arkansas Park,62,14,Backordered,262,0.8333333333333334,1,,,,,,0.9900000000000001,,,
98-575-4736,Cucumber,Fruits & Vegetables,44-429-6199,Flashset,76,11,15,1.8,2024-10-20,2024-05-25,2024-09-17,83 Pleasure Street,22,91,Active,326,6.333333333333333,0,,,,,,0.9900000000000001,,,
57-861-4379,Swiss Cheese,Dairy,73-383-4390,Feedmix,93,8,51,8.0,2024-02-28,2024-05-15,2025-02-04,64407 Marcy Plaza,93,85,Backordered,336,10.333333333333334,1,,,,,,4.4,,,
00-119-8780,Halibut,Seafood,14-703-2550,Jaxspan,40,81,78,20.0,2025-02-17,2024-07-16,2024-03-04,21 Sunbrook Court,39,65,Backordered,274,0.4878048780487805,1,,,,,,11.0,,,
28-824-9017,Trout,Seafood,93-712-3934,Flipbug,19,94,17,11.5,2024-08-22,2024-06-08,2024-06-14,4 Jay Terrace,96,74,Discontinued,312,0.2,0,,,,,,6.325,,,
56-668-5370,Vegetable Oil,Oils & Fats,13-526-1392,Vimbo,70,96,21,2.0,2024-11-26,2024-09-10,2024-08-03,05686 Golden Leaf Point,100,15,Discontinued,218,0.7216494845360825,0,58.543771043771045,57.809405226369066,52.61784511784512,56.83750201068964,115.61881045273813,1.1,62.52125221175861,53.097558240979524,83.80940522636907
29-756-7042,Digestive Biscuit,Bakery,20-426-2191,Dabvine,90,52,50,4.0,2024-06-29,2024-04-15,2024-05-07,99 Fair Oaks Circle,63,14,Discontinued,366,1.6981132075471699,0,58.543771043771045,58.454317962644325,52.61784511784512,50.39463138116429,233.8172718505773,2.2,110.86818903856144,122.94908281201586,20.454317962644325
41-538-3129,Digestive Biscuit,Bakery,91-589-9007,Devshare,77,79,65,4.0,2024-09-01,2024-03-17,2024-07-31,2 Carioca Crossing,62,75,Backordered,395,0.9625,1,,,,,,2.2,,,
16-380-0753,Apricot,Fruits & Vegetables,24-603-5521,Quinu,38,22,71,5.0,2024-10-07,2024-05-16,2024-05-08,701 Logan Court,33,62,Active,335,1.6521739130434783,0,,,,,,2.75,,,
26-535-4727,Tilapia,Seafood,17-939-1338,Jamia,93,25,23,7.0,2024-06-21,2024-08-17,2024-04-29,4 Darwin Circle,72,83,Backordered,242,3.576923076923077,1,,,,,,3.8500000000000005,,,
59-857-6577,Evaporated Milk,Dairy,57-569-7172,Blognation,23,100,77,2.0,2024-05-10,2024-08-10,2024-03-04,230 Tony Court,63,26,Discontinued,249,0.22772277227722773,0,,,,,,1.1,,,
14-550-2152,Green Tea,Beverages,60-003-2919,Livepath,51,1,61,7.6,2024-03-29,2024-06-18,2024-11-17,3 Forster Point,96,26,Active,302,25.5,0,58.543771043771045,56.548594871507674,52.61784511784512,57.53020091751457,429.7693210234583,4.18,240.4762398352109,189.2930811882474,6.5485948715076745
39-315-3936,Heavy Cream,Dairy,99-034-7010,Yata,57,62,72,4.0,2025-02-21,2024-09-25,2024-08-10,850 Glacier Hill Drive,23,4,Backordered,203,0.9047619047619048,1,,,,,,2.2,,,
87-199-2743,Papaya,Fruits & Vegetables,54-907-6531,Demivee,59,74,100,4.5,2024-03-26,2024-09-15,2024-11-12,38695 Kenwood Circle,63,69,Active,213,0.7866666666666666,0,,,,,,2.475,,,
60-771-0879,Blueberries,Fruits & Vegetables,90-554-0576,Kayveo,89,15,22,10.0,2024-11-17,2025-02-11,2024-05-03,9 Karstens Center,79,42,Discontinued,64,5.5625,0,58.543771043771045,50.51038454789595,52.61784511784512,52.40770206409752,505.10384547895956,5.5,288.24236135253636,216.8614841264232,-23.489615452104047
00-440-9568,Blueberries,Fruits & Vegetables,43-605-2448,Kamba,53,98,25,10.0,2024-09-23,2024-09-04,2024-12-20,052 Northland Trail,55,51,Active,224,0.5353535353535354,0,58.543771043771045,54.769807466978406,52.61784511784512,57.16256121313482,547.6980746697841,5.5,314.39408667224154,233.30398799754255,99.7698074669784
07-074-1196,Plum,Fruits & Vegetables,69-112-6969,Skajo,11,56,62,3.9,2024-04-14,2025-01-10,2024-10-10,27 New Castle Avenue,40,5,Backordered,96,0.19298245614035087,1,,,,,,2.145,,,
69-674-5387,Yogurt,Dairy,04-313-0298,Miboo,59,27,63,1.75,2024-06-15,2024-06-27,2025-02-01,6211 Hanson Terrace,92,82,Discontinued,293,2.107142857142857,0,58.543771043771045,60.798578342038425,52.61784511784512,50.89185448989419,106.39751209856725,0.9625000000000001,48.98340994652317,57.41410215204408,28.798578342038425
08-940-8578,Onion,Fruits & Vegetables,37-686-1726,Oba,34,29,65,2.0,2024-05-03,2024-10-04,2024-11-22,74 Menomonie Point,90,23,Discontinued,194,1.1333333333333333,0,,,,,,1.1,,,
94-020-6982,Tuna,Seafood,72-649-3163,Thoughtstorm,25,75,27,18.0,2025-01-02,2024-10-05,2024-05-04,381 Rutledge Place,31,36,Active,193,0.32894736842105265,0,,,,,,9.9,,,
42-879-9478,Anchovies,Seafood,00-900-0119,Zoonder,81,22,20,10.0,2024-06-01,2025-02-23,2024-08-22,86 Porter Junction,95,77,Discontinued,52,3.5217391304347827,0,,,,,,5.5,,,
00-405-7428,Apple,Fruits & Vegetables,42-746-2717,Zava,81,74,45,3.5,2025-01-20,2025-01-27,2025-01-12,42 Mallory Court,42,23,Discontinued,79,1.08,0,,,,,,1.9250000000000003,,,
87-997-0228,Watermelon,Fruits & Vegetables,55-156-6528,Topicblab,71,4,37,3.0,2024-09-15,2024-10-24,2024-12-27,26240 Maple Wood Place,81,25,Discontinued,174,14.2,0,,,,,,1.6500000000000001,,,
05-498-7751,Cauliflower,Fruits & Vegetables,17-963-6051,Abata,52,22,37,2.5,2024-10-28,2024-07-10,2024-03-24,30408 5th Way,56,44,Active,280,2.260869565217391,0,,,,,,1.375,,,
55-631-7937,Greek Yogurt,Dairy,79-508-5241,Avamba,26,54,90,3.0,2024-10-15,2024-06-19,2025-01-21,82 Drewry Junction,25,81,Active,301,0.4727272727272727,0,58.543771043771045,60.83501018013738,52.61784511784512,46.37958235305389,182.50503054041215,1.6500000000000001,76.52631088253892,105.97871965787323,88.83501018013737
27-389-3529,Haddock,Seafood,73-201-2803,Feedfish,84,8,54,9.0,2025-01-14,2024-04-23,2024-03-09,234 Eagle Crest Avenue,60,38,Active,358,9.333333333333334,0,,,,,,4.95,,,
84-272-0790,Blueberries,Fruits & Vegetables,00-635-4638,Eidel,28,86,44,10.0,2024-05-23,2024-11-18,2024-07-29,53 Caliangt Junction,48,12,Backordered,149,0.3218390804597701,1,,,,,,5.5,,,
01-903-5373,Strawberries,Fruits & Vegetables,37-902-0286,Lazz,94,77,89,6.0,2024-09-30,2024-06-20,2024-06-21,32525 Marquette Park,40,84,Discontinued,300,1.205128205128205,0,,,,,,3.3000000000000003,,,
49-311-3063,Kiwi,Fruits & Vegetables,15-947-9718,Talane,47,75,53,6.0,2025-02-06,2024-10-03,2024-07-03,71 Bultman Drive,70,20,Discontinued,195,0.618421052631579,0,,,,,,3.3000000000000003,,,
04-277-5245,Coconut Sugar,Grains & Pulses,90-175-7764,Bubblebox,20,51,21,5.0,2024-03-19,2024-07-28,2024-06-18,911 Ridgeway Way,71,26,Backordered,262,0.38461538461538464,1,,,,,,2.75,,,
04-453-5485,Tomato,Fruits & Vegetables,43-880-2879,Quatz,84,20,58,2.5,2024-04-08,2025-01-10,2024-04-02,2 Sunbrook Lane,86,64,Backordered,96,4.0,1,58.543771043771045,63.26163319950272,52.61784511784512,58.05640620573763,158.1540829987568,1.375,79.82755853288924,78.32652446586755,-0.7383668004972819
42-141-5718,Cheese,Dairy,67-662-3444,Mydeo,100,31,43,9.0,2024-09-13,2025-01-06,2024-12-26,1700 Briar Crest Parkway,88,52,Backordered,100,3.125,1,,,,,,4.95,,,
89-602-6755,Milk,Dairy,51-054-3811,BlogXS,74,90,26,1.0,2024-05-23,2025-02-07,2024-07-17,4 Bashford Court,24,11,Discontinued,68,0.8131868131868132,0,,,,,,0.55,,,
15-045-8444,Green Coffee,Beverages,29-143-2001,Aibox,27,12,93,12.0,2024-03-04,2024-07-12,2024-03-27,97 Thierer Terrace,88,83,Discontinued,278,2.076923076923077,0,,,,,,6.6000000000000005,,,
15-240-6267,Eggplant,Fruits & Vegetables,12-983-3026,Mybuzz,91,55,94,3.0,2024-03-11,2024-04-10,2024-04-26,25784 Old Gate Crossing,42,93,Active,371,1.625,0,58.543771043771045,57.799948770618784,52.61784511784512,50.899829546086295,173.39984631185635,1.6500000000000001,83.9847187510424,89.41512756081396,21.799948770618784
05-193-8096,Grapes,Fruits & Vegetables,86-709-5618,Rhynoodle,82,21,85,5.5,2024-04-14,2024-03-19,2024-07-08,38 Rutledge Plaza,39,18,Backordered,393,3.727272727272727,1,58.543771043771045,48.01447780469679,52.61784511784512,53.94507144244241,264.0796279258323,3.0250000000000004,163.18384111338833,100.89578681244399,-12.985522195303211
93-342-8794,Bread Flour,Grains & Pulses,93-688-1260,Realblab,84,91,86,1.5,2025-01-08,2024-12-07,2024-11-22,39102 Division Trail,83,95,Backordered,130,0.9130434782608695,1,,,,,,0.8250000000000001,,,
83-716-2177,Halibut,Seafood,79-518-8344,Linktype,18,46,26,20.0,2024-04-10,2024-10-10,2024-09-13,26266 Esker Point,57,95,Backordered,188,0.3829787234042553,1,,,,,,11.0,,,
56-635-6764,Sourdough Bread,Bakery,20-257-6927,Avamba,12,59,62,4.5,2024-06-03,2025-01-16,2024-08-05,744 Green Center,75,92,Backordered,90,0.2,1,,,,,,2.475,,,
10-249-7928,Black Rice,Grains & Pulses,69-861-0313,Voomm,85,4,75,6.5,2024-08-18,2024-04-03,2024-11-03,57598 Russell Center,95,70,Backordered,378,17.0,1,,,,,,3.575,,,
65-759-3721,Butter Biscuit,Bakery,21-634-5781,Vipe,33,60,67,6.0,2024-06-16,2024-05-24,2024-12-28,315 Acker Alley,20,7,Discontinued,327,0.5409836065573771,0,,,,,,3.3000000000000003,,,
08-725-8156,Tilapia,Seafood,32-196-4714,Flipopia,59,59,10,7.0,2024-08-18,2024-11-10,2024-03-15,73397 Steensland Circle,57,50,Active,157,0.9833333333333333,0,,,,,,3.8500000000000005,,,
15-679-3935,Grapes,Fruits & Vegetables,35-906-1010,Jabbersphere,22,69,87,5.5,2025-02-09,2024-06-15,2025-02-20,95 Garrison Plaza,34,26,Backordered,305,0.3142857142857143,1,,,,,,3.0250000000000004,,,
81-578-7404,Gouda Cheese,Dairy,90-177-6733,Rhyloo,67,79,98,7.0,2025-02-13,2024-08-11,2024-04-06,5989 Longview Drive,73,36,Active,248,0.8375,0,58.543771043771045,61.196111863437466,52.61784511784512,50.565166570620775,428.37278304406226,3.8500000000000005,194.67589129689,233.69689174717226,73.19611186343747
82-380-5378,Cheese,Dairy,96-353-3049,Oozz,78,24,31,9.0,2024-06-01,2024-06-03,2024-03-07,05518 Saint Paul Street,60,41,Active,317,3.12,0,58.543771043771045,56.62033748837417,52.61784511784512,43.189237696777944,509.5830373953675,4.95,213.78672659905084,295.7963107963167,2.620337488374169
78-362-8578,Lemon,Fruits & Vegetables,57-633-6273,Vimbo,72,32,80,2.45,2024-07-06,2024-11-17,2024-04-10,86 Corben Crossing,25,9,Backordered,150,2.1818181818181817,1,,,,,,1.3475000000000001,,,
32-261-0008,Heavy Cream,Dairy,26-073-5798,Oyoyo,63,48,22,4.0,2024-05-30,2025-02-18,2024-07-18,2 Kingsford Center,21,90,Discontinued,57,1.2857142857142858,0,58.543771043771045,65.81050716795191,52.61784511784512,47.18586816160555,263.24202867180765,2.2,103.80890995553222,159.43311871627543,50.81050716795191
74-943-9034,White Bread,Bakery,15-739-5480,Tagfeed,30,91,34,2.5,2024-07-11,2024-11-18,2024-05-06,0 Saint Paul Center,97,88,Active,149,0.32608695652173914,0,,,,,,1.375,,,
86-330-0214,Arabica Coffee,Beverages,87-840-7803,Jayo,36,64,63,20.0,2024-03-15,2025-02-18,2024-03-30,5818 Twin Pines Place,91,35,Backordered,57,0.5538461538461539,1,,,,,,11.0,,,
80-334-0215,Grapes,Fruits & Vegetables,19-156-3869,Camimbo,88,27,92,5.5,2024-11-27,2024-04-30,2024-06-22,611 Waubesa Circle,57,37,Discontinued,351,3.142857142857143,0,,,,,,3.0250000000000004,,,
48-957-8596,Banana,Fruits & Vegetables,40-817-2222,Youfeed,95,25,91,53.82,2024-09-04,2024-04-24,2024-10-18,3825 Raven Avenue,87,5,Discontinued,357,3.6538461538461537,0,,,,,,29.601000000000003,,,
37-246-0018,Broccoli,Fruits & Vegetables,61-907-0994,Skilith,30,59,76,4.0,2024-03-20,2025-01-14,2024-04-11,52 Alpine Crossing,61,3,Discontinued,92,0.5,0,,,,,,2.2,,,
17-002-4721,Green Beans,Fruits & Vegetables,38-310-4533,Omba,31,55,5,2.0,2024-09-10,2025-02-18,2024-10-29,379 Duke Court,71,46,Active,57,0.5535714285714286,0,,,,,,1.1,,,
47-802-5023,Cod,Seafood,51-010-8144,Buzzster,16,20,45,8.0,2024-04-30,2024-10-18,2024-06-07,7096 Mcguire Park,81,62,Active,180,0.7619047619047619,0,58.543771043771045,62.313560196312245,52.61784511784512,61.069379411043485,498.50848157049796,4.4,268.70526940859133,229.80321216190663,66.31356019631224
22-319-1377,White Sugar,Grains & Pulses,82-266-1796,Skyba,14,16,93,2.0,2024-07-23,2024-03-03,2024-06-21,083 Gulseth Pass,39,30,Active,409,0.8235294117647058,0,,,,,,1.1,,,
57-903-6434,Tomato,Fruits & Vegetables,30-460-3122,Shuffledrive,44,67,15,2.5,2024-03-13,2024-03-10,2024-03-23,34 Linden Court,82,51,Active,402,0.6470588235294118,0,,,,,,1.375,,,
22-083-3347,Long Grain Rice,Grains & Pulses,01-431-7544,Yodoo,69,82,58,1.5,2024-07-07,2024-04-29,2024-04-30,38 Superior Road,34,22,Discontinued,352,0.8313253012048193,0,58.543771043771045,61.843498074224996,52.61784511784512,53.08155034461967,92.76524711133749,0.8250000000000001,43.792279034311235,48.97296807702625,74.843498074225
65-145-9672,Long Grain Rice,Grains & Pulses,65-068-1200,Gigashots,71,10,49,1.5,2024-08-11,2024-03-16,2024-05-26,8 Dovetail Junction,66,43,Active,396,6.454545454545454,0,,,,,,0.8250000000000001,,,
95-252-9619,Carrot,Fruits & Vegetables,38-819-2922,Skynoodle,92,39,50,1.6,2024-12-27,2024-12-07,2024-11-09,57453 Northwestern Alley,30,41,Backordered,130,2.3,1,,,,,,0.8800000000000001,,,
74-294-3760,Peanut Oil,Oils & Fats,81-233-6894,Babblestorm,49,17,54,4.0,2024-09-23,2024-11-30,2024-11-27,0109 Stang Terrace,45,96,Discontinued,137,2.7222222222222223,0,,,,,,2.2,,,
06-797-4963,Pomegranate,Fruits & Vegetables,41-821-0197,Innojam,52,8,37,6.0,2024-08-31,2024-08-15,2024-08-16,1008 Welch Street,38,81,Active,244,5.777777777777778,0,,,,,,3.3000000000000003,,,
39-768-8205,Egg (Turkey),Dairy,07-987-4536,Gigabox,56,97,29,2.5,2024-02-28,2024-07-17,2024-11-29,32 Rigney Terrace,82,100,Backordered,273,0.5714285714285714,1,,,,,,1.375,,,
03-043-9933,Strawberries,Fruits & Vegetables,48-450-4126,Yombu,16,23,76,6.1,2024-07-21,2025-02-09,2025-02-08,884 Fieldstone Plaza,50,27,Backordered,66,0.6666666666666666,1,,,,,,3.355,,,
29-823-6004,Zucchini,Fruits & Vegetables,10-295-7996,Trudeo,52,79,87,2.5,2024-06-11,2024-04-04,2024-03-10,3 Lawn Park,36,100,Discontinued,377,0.65,0,,,,,,1.375,,,
40-462-2952,Trout,Seafood,57-323-8059,Browsezoom,91,68,80,11.5,2024-08-12,2024-10-14,2024-11-19,0258 Shoshone Center,81,85,Backordered,184,1.318840579710145,1,,,,,,6.325,,,
71-999-2404,Mango,Fruits & Vegetables,01-285-0018,Meezzy,58,58,28,4.7,2024-03-18,2024-08-05,2025-01-29,18 Warrior Circle,85,63,Active,254,0.9830508474576272,0,,,,,,2.5850000000000004,,,
03-919-9890,Halibut,Seafood,69-289-8783,Wikibox,47,29,70,20.0,2024-08-09,2024-12-07,2024-07-25,7 Riverside Road,61,44,Active,130,1.5666666666666667,0,,,,,,11.0,,,
94-525-6925,Rye Bread,Bakery,31-892-6816,Kwilith,50,56,63,3.0,2024-03-27,2024-05-16,2024-09-17,667 Arkansas Circle,70,100,Discontinued,335,0.8771929824561403,0,58.543771043771045,56.08272038193406,52.61784511784512,50.90408164584002,168.2481611458022,1.6500000000000001,83.99173471563604,84.25642643016614,62.08272038193406
08-213-2058,Sour Cream,Dairy,13-179-9553,Babblestorm,43,73,14,4.0,2024-07-28,2024-09-07,2024-08-26,33 Clarendon Hill,59,65,Active,221,0.581081081081081,0,,,,,,2.2,,,
51-312-8608,Cheddar Cheese,Dairy,06-315-0552,Jabbersphere,68,60,21,8.9,2024-02-27,2024-10-02,2024-04-29,406 Westridge Alley,79,46,Active,196,1.1147540983606556,0,58.543771043771045,57.012405141612916,52.61784511784512,38.050928267088274,507.410405760355,4.8950000000000005,186.2592938673971,321.1511118929579,49.012405141612916
67-512-9754,Egg (Turkey),Dairy,35-941-2585,DabZ,19,100,83,2.5,2024-04-25,2024-07-21,2024-03-22,69 Orin Plaza,66,28,Discontinued,269,0.18811881188118812,0,,,,,,1.375,,,
45-402-0421,Swiss Cheese,Dairy,87-201-6047,Quinu,70,84,72,8.0,2024-07-20,2024-12-08,2024-07-14,36 Longview Street,71,20,Active,129,0.8235294117647058,0,,,,,,4.4,,,
85-207-4164,Eggplant,Fruits & Vegetables,07-067-3439,Tanoodle,97,20,72,3.0,2024-02-29,2025-02-06,2024-12-10,41 Comanche Park,29,59,Backordered,69,4.619047619047619,1,,,,,,1.6500000000000001,,,
72-780-6006,Sunflower Oil,Oils & Fats,81-292-4650,Voolith,87,24,19,2.5,2024-05-11,2024-12-13,2024-04-17,88721 Dawn Crossing,83,3,Discontinued,124,3.48,0,,,,,,1.375,,,
93-166-3169,White Tea,Beverages,21-156-0102,Viva,58,81,66,25.0,2024-06-24,2025-02-13,2025-01-02,339 Crescent Oaks Plaza,85,78,Active,62,0.7073170731707317,0,,,,,,13.750000000000002,,,
21-718-6746,Coconut,Fruits & Vegetables,96-012-3393,Eamia,16,53,12,5.0,2024-06-11,2025-01-20,2024-06-06,277 Pawling Terrace,21,29,Discontinued,86,0.2962962962962963,0,58.543771043771045,56.35497488612721,52.61784511784512,50.325029752573585,281.77487443063603,2.75,138.39383181957737,143.38104261105866,93.35497488612721
93-966-7754,Pineapple,Fruits & Vegetables,78-787-7171,Quinu,65,35,3,3.5,2024-08-11,2025-01-18,2024-09-27,4 4th Place,25,13,Active,88,1.8055555555555556,0,,,,,,1.9250000000000003,,,
47-663-5703,Basmati Rice,Grains & Pulses,52-062-2916,Kanoodle,15,49,40,4.5,2024-12-06,2024-06-14,2024-09-14,6500 Raven Drive,68,74,Discontinued,306,0.3,0,58.543771043771045,66.53441731320363,52.61784511784512,59.09261807920163,299.40487790941637,2.475,146.25422974602404,153.15064816339233,100.53441731320363
34-110-1040,Bell Pepper,Fruits & Vegetables,14-427-6604,Leenti,75,85,27,4.5,2024-05-30,2024-06-09,2024-06-24,42397 Knutson Place,26,68,Discontinued,311,0.872093023255814,0,,,,,,2.475,,,
82-342-7339,Vanilla Biscuit,Bakery,14-325-9173,Yozio,80,61,23,5.5,2024-07-27,2024-07-31,2024-03-04,317 Anniversary Pass,63,75,Backordered,259,1.2903225806451613,1,,,,,,3.0250000000000004,,,
43-670-8544,Orange,Fruits & Vegetables,16-656-4821,Camido,84,95,22,2.85,2024-06-20,2024-05-14,2024-10-07,3 Logan Trail,48,82,Discontinued,337,0.875,0,,,,,,1.5675000000000001,,,
12-439-8428,Eggplant,Fruits & Vegetables,43-542-6868,Ainyx,17,3,33,3.0,2024-03-21,2024-09-14,2024-05-31,6 Rusk Pass,49,17,Backordered,214,4.25,1,,,,,,1.6500000000000001,,,
